experiment,maxfreq,run_hash,strategy,evaluation_unit,aggregation,metric,model_key,model_label,noise,value,standard_error,error_bar_definition,threshold,n_wavs,claim_safe,source_csv
2025.06.18_0.3_3,maxfreq=22kHz,b7a267,simple_equal,wav,median,auc_binary,cnntf_v2_gap,CNN+Transformer,-8,0.9375,nan,not_estimated,376320.1201,18,1,\\?\C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\regression_result\npy\ensemble\20260903_selected_log_architecture\heatflux_reference_SNR=-8\maxfreq=22kHz\e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp\wav_eval\wav_metrics_-8.csv
2025.06.18_0.3_3,maxfreq=22kHz,b7a267,simple_equal,wav,median,auc_binary,cnntf_v2_gap,CNN+Transformer,-12,0.9375,nan,not_estimated,376320.1201,18,1,\\?\C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\regression_result\npy\ensemble\20260903_selected_log_architecture\heatflux_reference_SNR=-12\maxfreq=22kHz\e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp\wav_eval\wav_metrics_-12.csv
2025.06.18_0.3_3,maxfreq=22kHz,b7a267,simple_equal,wav,median,auc_binary,cnntf_v2_gap,CNN+Transformer,-16,0.9375,nan,not_estimated,376320.1201,18,1,\\?\C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\regression_result\npy\ensemble\20260903_selected_log_architecture\heatflux_reference_SNR=-16\maxfreq=22kHz\e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp\wav_eval\wav_metrics_-16.csv
2025.06.18_0.3_3,maxfreq=22kHz,b7a267,simple_equal,wav,median,auc_binary,cnntf_v2_gap,CNN+Transformer,-20,0.9375,nan,not_estimated,376320.1201,18,1,\\?\C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\regression_result\npy\ensemble\20260903_selected_log_architecture\heatflux_reference_SNR=-20\maxfreq=22kHz\e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp\wav_eval\wav_metrics_-20.csv
2025.06.18_0.3_3,maxfreq=22kHz,b7a267,simple_equal,wav,median,auc_binary,alexnet,AlexNet,no_noise,0.9375,nan,not_estimated,376320.1201,18,1,\\?\C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\regression_result\npy\ensemble\20260903_selected_log_architecture\heatflux_no_noise\maxfreq=22kHz\e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp\wav_eval\wav_metrics_no_noise.csv
2025.06.18_0.3_3,maxfreq=22kHz,b7a267,simple_equal,wav,median,auc_binary,alexnet,AlexNet,0,0.9375,nan,not_estimated,376320.1201,18,1,\\?\C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\regression_result\npy\ensemble\20260903_selected_log_architecture\heatflux_reference_SNR=0\maxfreq=22kHz\e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp\wav_eval\wav_metrics_0.csv
2025.06.18_0.3_3,maxfreq=22kHz,b7a267,simple_equal,wav,median,auc_binary,alexnet,AlexNet,-4,0.9375,nan,not_estimated,376320.1201,18,1,\\?\C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\regression_result\npy\ensemble\20260903_selected_log_architecture\heatflux_reference_SNR=-4\maxfreq=22kHz\e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp\wav_eval\wav_metrics_-4.csv
2025.06.18_0.3_3,maxfreq=22kHz,b7a267,simple_equal,wav,median,auc_binary,alexnet,AlexNet,-8,0.9375,nan,not_estimated,376320.1201,18,1,\\?\C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\regression_result\npy\ensemble\20260903_selected_log_architecture\heatflux_reference_SNR=-8\maxfreq=22kHz\e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp\wav_eval\wav_metrics_-8.csv
2025.06.18_0.3_3,maxfreq=22kHz,b7a267,simple_equal,wav,median,auc_binary,alexnet,AlexNet,-12,0.9375,nan,not_estimated,376320.1201,18,1,\\?\C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\regression_result\npy\ensemble\20260903_selected_log_architecture\heatflux_reference_SNR=-12\maxfreq=22kHz\e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp\wav_eval\wav_metrics_-12.csv
2025.06.18_0.3_3,maxfreq=22kHz,b7a267,simple_equal,wav,median,auc_binary,alexnet,AlexNet,-16,0.9375,nan,not_estimated,376320.1201,18,1,\\?\C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\regression_result\npy\ensemble\20260903_selected_log_architecture\heatflux_reference_SNR=-16\maxfreq=22kHz\e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp\wav_eval\wav_metrics_-16.csv
2025.06.18_0.3_3,maxfreq=22kHz,b7a267,simple_equal,wav,median,auc_binary,alexnet,AlexNet,-20,1.0,nan,not_estimated,376320.1201,18,1,\\?\C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\regression_result\npy\ensemble\20260903_selected_log_architecture\heatflux_reference_SNR=-20\maxfreq=22kHz\e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp\wav_eval\wav_metrics_-20.csv
2025.06.18_0.3_3,maxfreq=22kHz,b7a267,simple_equal,wav,median,auc_binary,ensemble__simple_equal,Ensemble,no_noise,0.9375,nan,not_estimated,376320.1201,18,1,\\?\C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\regression_result\npy\ensemble\20260903_selected_log_architecture\heatflux_no_noise\maxfreq=22kHz\e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp\wav_eval\wav_metrics_no_noise.csv
2025.06.18_0.3_3,maxfreq=22kHz,b7a267,simple_equal,wav,median,auc_binary,ensemble__simple_equal,Ensemble,0,0.9375,nan,not_estimated,376320.1201,18,1,\\?\C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\regression_result\npy\ensemble\20260903_selected_log_architecture\heatflux_reference_SNR=0\maxfreq=22kHz\e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp\wav_eval\wav_metrics_0.csv
2025.06.18_0.3_3,maxfreq=22kHz,b7a267,simple_equal,wav,median,auc_binary,ensemble__simple_equal,Ensemble,-4,0.9375,nan,not_estimated,376320.1201,18,1,\\?\C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\regression_result\npy\ensemble\20260903_selected_log_architecture\heatflux_reference_SNR=-4\maxfreq=22kHz\e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp\wav_eval\wav_metrics_-4.csv
2025.06.18_0.3_3,maxfreq=22kHz,b7a267,simple_equal,wav,median,auc_binary,ensemble__simple_equal,Ensemble,-8,0.9375,nan,not_estimated,376320.1201,18,1,\\?\C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\regression_result\npy\ensemble\20260903_selected_log_architecture\heatflux_reference_SNR=-8\maxfreq=22kHz\e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp\wav_eval\wav_metrics_-8.csv
2025.06.18_0.3_3,maxfreq=22kHz,b7a267,simple_equal,wav,median,auc_binary,ensemble__simple_equal,Ensemble,-12,0.9375,nan,not_estimated,376320.1201,18,1,\\?\C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\regression_result\npy\ensemble\20260903_selected_log_architecture\heatflux_reference_SNR=-12\maxfreq=22kHz\e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp\wav_eval\wav_metrics_-12.csv
2025.06.18_0.3_3,maxfreq=22kHz,b7a267,simple_equal,wav,median,auc_binary,ensemble__simple_equal,Ensemble,-16,0.9375,nan,not_estimated,376320.1201,18,1,\\?\C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\regression_result\npy\ensemble\20260903_selected_log_architecture\heatflux_reference_SNR=-16\maxfreq=22kHz\e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp\wav_eval\wav_metrics_-16.csv
2025.06.18_0.3_3,maxfreq=22kHz,b7a267,simple_equal,wav,median,auc_binary,ensemble__simple_equal,Ensemble,-20,1.0,nan,not_estimated,376320.1201,18,1,\\?\C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.18_0.3_3\regression_result\npy\ensemble\20260903_selected_log_architecture\heatflux_reference_SNR=-20\maxfreq=22kHz\e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp\wav_eval\wav_metrics_-20.csv
